mid_T_balance,high_T_balance,low_P_balance,mid_P_balance,high_P_balance,HMT,upper_GPI,mid_GPI,lower_GPI,blast_volume,o2_enrich_flow,blast_humidity,PC_injection,ore_charging,coke_charging
369.721291437689,47.342052045552,0.449085067939577,0.256814550176607,0.0483055335708404,1493.52173913043,0.954379310344828,0.54251724137931,2.37365517241379,4059.03766666667,13979.5551724138,16.4234482758621,36.4458333333333,80.5624137931034,16.9176666666667
362.003137233336,47.4354686391096,0.402427436904308,0.238809303773434,0.0474051934669889,1498.92546583851,0.886689655172414,0.549,2.22872413793103,3998.84813333333,13960.0724137931,16.4102333333333,37.7937,80.6386666666667,16.8023333333333
368.103810657039,46.9976581115572,0.391188434650919,0.245449321209238,0.0497645962911046,1504.32919254658,0.871571428571429,0.585620689655172,2.29760714285714,4021.31498928571,13968.3833333333,16.2957666666667,36.2867333333333,80.5863333333333,16.774
445.738220633118,45.7648365680999,0.432736694328553,0.30849127152456,0.056476842034267,1509.73291925466,0.912966666666667,0.558275862068966,2.28563333333333,3944.17654827586,13978.7333333333,16.1268,38.1151379310345,80.622,16.8533333333333
395.303817465135,44.2120930044468,0.441786635255001,0.283771520621988,0.10115883629465,1515.13664596273,1.06506896551724,0.466103448275862,2.33435714285714,3974.34660333333,13970.69,16.0391,37.1173333333333,80.5706666666667,16.767
385.773375421193,45.567495440177,0.467188717399408,0.246346569779504,0.0537679597216254,1519.53225806452,0.970724137931035,0.551296296296296,2.42240740740741,4051.08066333333,13975.1833333333,16.0410666666667,36.9248333333333,80.5536666666667,16.7626666666667
334.038949736353,47.9257674815309,0.436611306173124,0.224630830317749,0.0463821773281005,1514.85483870968,0.895551724137931,0.566103448275862,2.25944827586207,3997.09344482759,13982.2166666667,15.9933333333333,37.3032666666667,80.6373333333333,16.5744827586207
302.785271549251,48.7249230392039,0.398960204423401,0.23414049834657,0.0464327852987698,1510.17741935484,0.889678571428571,0.590758620689655,2.2281,4065.85635,13969.85,15.9853666666667,36.8399,80.61,16.592
399.244240138684,48.3752033980357,0.380163695272899,0.225674243999216,0.0464023158361824,1505.5,0.904071428571429,0.495689655172414,2.22439285714286,3996.37565666667,13970.85,16.0335333333333,37.5008333333333,80.598,16.508
473.670548130298,45.963697404503,0.439821096636299,0.229426712804821,0.0487158204629731,1500.82258064516,1.03160714285714,0.511758620689655,2.30913333333333,4043.43133333333,13971.11,16.197,35.7280666666667,80.6226666666667,16.585
367.608856413301,42.7510615784924,0.442686272387874,0.271669059140607,0.0462873931934397,1496.14516129032,1.009,0.528321428571429,2.20106666666667,3997.36622413793,13972.7833333333,16.3333666666667,36.4434666666667,80.6473333333333,16.5986666666667
324.286600762889,39.9405592648073,0.448538575503785,0.225823970559484,0.043382850618408,1491.46774193548,1.02096428571429,0.52448275862069,2.36844827586207,4058.44698,13964.3233333333,16.3000666666667,37.0466333333333,80.5756666666667,16.597
338.403679054576,37.0958384971259,0.423746122529432,0.238189007636531,0.0413130070077232,1492.944,0.9627,0.555966666666667,2.25493333333333,3996.50832,13969.8333333333,15.8784137931034,37.5855,80.6066666666667,16.528
